!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=592091&balls=-1&strikes=-1&b_hand=R&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,A.J. Achter,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=595918&balls=-1&strikes=-1&b_hand=R&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,A.J. Cole,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=543768&balls=-1&strikes=-1&b_hand=R&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Travis Shaw,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,1924,392,113,52,2,52,23,1,27,.263,.533,.270,.302
,,,Sinker,830,182,23,23,2,28,14,0,14,.308,.615,.308,.290
,,,Change,754,210,37,18,0,33,20,1,6,.286,.476,.191,.323
,,,Slider,547,117,48,11,1,18,5,0,4,.231,.376,.145,.354
,,,Curve,583,113,40,10,1,13,4,0,6,.204,.398,.195,.254
,,,Cutter,406,67,10,8,0,15,2,1,5,.343,.627,.284,.346
,,,Split,148,44,9,3,0,10,1,0,1,.273,.364,.091,.324
,,,Knuckler,89,16,3,4,0,1,2,0,0,.188,.313,.125,.231
,,,Slow Curve,4,0,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=502023&balls=-1&strikes=-1&b_hand=R&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Travis Tartamella,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,4,1,0,0,0,1,0,0,0,1.000,1.000,.000,1.000
,,,Slider,2,1,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=501983&balls=-1&strikes=-1&b_hand=R&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Travis Snider,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,2234,425,144,65,1,57,17,1,11,.202,.325,.122,.278
,,,Sinker,1403,365,52,38,0,81,22,2,13,.323,.501,.178,.350
,,,Change,929,253,46,13,0,36,15,1,8,.237,.399,.162,.261
,,,Slider,535,148,44,10,4,19,8,2,6,.237,.439,.203,.296
,,,Curve,735,146,65,11,1,20,12,0,2,.233,.356,.123,.405
,,,Cutter,353,97,24,6,1,8,4,0,6,.186,.412,.227,.179
,,,Split,238,60,20,0,0,9,3,0,0,.200,.250,.050,.300
,,,Knuckler,59,10,1,2,0,2,1,0,1,.400,.800,.400,.375
,,,Slow Curve,2,0,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=477054&balls=-1&strikes=-1&b_hand=R&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Trayvon Robinson,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,380,85,31,6,1,10,7,0,1,.212,.329,.118,.321
,,,Sinker,250,50,18,12,0,12,2,0,1,.300,.400,.100,.452
,,,Change,87,22,8,0,0,4,0,0,2,.273,.546,.273,.333
,,,Slider,106,31,17,2,0,3,0,0,0,.097,.097,.000,.214
,,,Curve,111,22,9,0,0,6,0,0,1,.318,.455,.136,.500
,,,Cutter,89,23,10,0,0,3,2,0,0,.217,.304,.087,.385
,,,Split,45,15,5,0,0,2,0,2,0,.267,.533,.267,.400
,,,Slow Curve,1,0,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=572204&balls=-1&strikes=-1&b_hand=R&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Trayce Thompson,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,784,149,54,19,0,20,4,0,9,.222,.430,.208,.279
,,,Sinker,277,64,7,5,1,10,2,0,3,.234,.406,.172,.222
,,,Change,102,19,9,6,0,1,0,0,1,.105,.263,.158,.111
,,,Slider,410,89,36,12,0,11,4,0,2,.191,.303,.112,.294
,,,Curve,144,25,7,1,0,5,0,0,1,.240,.360,.120,.294
,,,Cutter,124,36,6,0,0,3,2,0,2,.194,.417,.222,.179
,,,Split,13,6,4,0,0,0,1,0,0,.167,.333,.167,.500
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=475243&balls=-1&strikes=-1&b_hand=R&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Travis Wood,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,274,75,18,2,1,8,2,1,6,.227,.520,.293,.216
,,,Sinker,221,50,9,2,1,8,1,0,2,.220,.360,.140,.231
,,,Change,20,8,5,0,0,1,0,0,0,.125,.125,.000,.333
,,,Slider,130,35,22,0,0,3,1,0,0,.114,.143,.029,.308
,,,Curve,109,34,23,0,0,2,2,0,1,.147,.294,.147,.400
,,,Cutter,78,21,6,1,0,5,0,0,2,.333,.619,.286,.385
,,,Split,16,7,4,0,0,0,0,0,0,.000,.000,.000,.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=457707&balls=-1&strikes=-1&b_hand=R&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Trevor Bell,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,3,0,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,Cutter,1,1,1,0,0,0,0,0,0,.000,.000,.000,.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=607208&balls=-1&strikes=-1&b_hand=R&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Trea Turner,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,1294,286,53,35,2,58,13,9,16,.336,.612,.276,.369
,,,Sinker,694,182,28,13,4,43,10,1,8,.341,.539,.198,.370
,,,Change,240,78,23,2,0,13,3,1,2,.244,.385,.141,.321
,,,Slider,742,152,39,8,0,27,6,4,3,.263,.415,.151,.336
,,,Curve,415,97,28,3,1,22,6,0,1,.299,.392,.093,.412
,,,Cutter,224,52,13,5,0,9,2,1,2,.269,.462,.192,.324
,,,Split,43,15,8,0,0,3,0,0,0,.200,.200,.000,.429
,,,Knuckler,29,8,1,0,0,2,0,0,0,.250,.250,.000,.286
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=545333&balls=-1&strikes=-1&b_hand=R&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Trevor Bauer,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,44,9,4,0,0,0,0,0,0,.000,.000,.000,.000
,,,Sinker,19,6,0,0,0,1,0,0,0,.167,.167,.000,.167
,,,Slider,2,1,1,0,0,0,0,0,0,.000,.000,.000,.000
,,,Curve,4,2,2,0,0,0,0,0,0,.000,.000,.000,.000
,,,Cutter,1,0,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=623143&balls=-1&strikes=-1&b_hand=R&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Trevor Brown,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,283,61,8,7,1,12,6,0,2,.328,.525,.197,.353
,,,Sinker,89,19,3,3,0,3,0,0,1,.211,.368,.158,.200
,,,Change,25,7,1,0,0,1,0,0,0,.143,.143,.000,.167
,,,Slider,133,42,15,0,0,5,2,0,0,.167,.214,.048,.259
,,,Curve,60,9,4,0,0,3,0,0,0,.333,.333,.000,.600
,,,Cutter,41,9,1,1,0,2,0,0,0,.222,.222,.000,.250
,,,Split,7,3,1,0,0,0,0,0,0,.000,.000,.000,.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=641587&balls=-1&strikes=-1&b_hand=R&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Trevor Frank,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=502239&balls=-1&strikes=-1&b_hand=R&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Trevor Cahill,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,266,51,16,4,0,7,0,0,0,.137,.137,.000,.200
,,,Sinker,103,25,6,1,0,2,1,0,0,.120,.160,.040,.158
,,,Change,4,1,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,Slider,76,29,16,0,0,2,0,0,0,.069,.069,.000,.154
,,,Curve,27,6,5,0,0,0,0,0,0,.000,.000,.000,.000
,,,Cutter,35,6,1,0,0,0,1,0,0,.167,.333,.167,.200
,,,Split,4,1,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,Knuckler,5,1,1,0,0,0,0,0,0,.000,.000,.000,.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=641627&balls=-1&strikes=-1&b_hand=R&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Trevor Gott,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=460067&balls=-1&strikes=-1&b_hand=R&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Trevor Crowe,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,960,197,43,20,1,39,18,3,2,.315,.467,.152,.395
,,,Sinker,597,135,14,10,0,24,7,0,0,.230,.282,.052,.256
,,,Change,267,85,13,1,0,20,2,1,0,.271,.318,.047,.319
,,,Slider,214,69,24,2,1,10,3,0,2,.217,.348,.130,.302
,,,Curve,219,65,18,0,0,9,3,0,0,.185,.231,.046,.255
,,,Cutter,167,42,8,5,2,4,2,1,0,.167,.262,.095,.206
,,,Split,49,21,5,1,0,2,1,0,0,.143,.191,.048,.188
,,,Knuckler,23,7,0,1,0,0,0,0,0,.000,.000,.000,.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=657610&balls=-1&strikes=-1&b_hand=R&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Trevor Hildenberger,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=656805&balls=-1&strikes=-1&b_hand=R&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Trevor Oaks,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=543507&balls=-1&strikes=-1&b_hand=R&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Trevor May,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,9,0,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,Slider,1,1,1,0,0,0,0,0,0,.000,.000,.000,.000
,,,Cutter,2,2,2,0,0,0,0,0,0,.000,.000,.000,.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=572096&balls=-1&strikes=-1&b_hand=R&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Trevor Rosenthal,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,14,2,2,0,0,0,0,0,0,.000,.000,.000,.000
,,,Slider,1,1,1,0,0,0,0,0,0,.000,.000,.000,.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=670950&balls=-1&strikes=-1&b_hand=R&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Trevor Richards,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,12,0,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,Sinker,10,5,2,0,0,0,0,0,0,.000,.000,.000,.000
,,,Slider,6,3,3,0,0,0,0,0,0,.000,.000,.000,.000
,,,Curve,4,2,2,0,0,0,0,0,0,.000,.000,.000,.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=592866&balls=-1&strikes=-1&b_hand=R&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Trevor Williams,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,133,18,7,2,0,2,0,0,0,.111,.111,.000,.182
,,,Sinker,39,6,2,0,0,0,0,0,0,.000,.000,.000,.000
,,,Change,6,3,2,0,0,0,0,0,0,.000,.000,.000,.000
,,,Slider,50,20,6,0,0,2,0,0,0,.100,.100,.000,.143
,,,Curve,19,11,5,0,0,0,0,0,0,.000,.000,.000,.000
,,,Cutter,2,1,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=596115&balls=-1&strikes=-1&b_hand=R&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Trevor Story,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,1693,324,112,34,4,40,17,2,21,.247,.506,.259,.309
,,,Sinker,571,143,30,8,4,32,13,2,4,.357,.559,.203,.431
,,,Change,217,51,17,3,0,7,6,0,1,.275,.451,.177,.394
,,,Slider,951,248,98,11,0,22,10,3,12,.190,.399,.210,.254
,,,Curve,437,96,35,11,0,8,8,0,6,.229,.500,.271,.291
,,,Cutter,311,59,16,5,0,10,3,2,2,.288,.509,.220,.366
,,,Split,37,9,5,1,0,0,1,0,0,.111,.222,.111,.250
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=461858&balls=-1&strikes=-1&b_hand=R&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Trevor Plouffe,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,3353,693,200,87,9,78,32,5,29,.208,.394,.186,.248
,,,Sinker,1638,428,52,33,8,95,15,1,11,.285,.402,.117,.304
,,,Change,361,110,24,7,0,15,7,0,7,.264,.518,.255,.279
,,,Slider,1815,479,127,15,0,62,29,0,13,.217,.359,.142,.268
,,,Curve,779,153,55,4,1,20,8,0,6,.222,.392,.170,.304
,,,Cutter,738,192,32,8,0,32,6,0,5,.224,.333,.109,.245
,,,Split,135,35,12,2,0,2,4,0,2,.229,.514,.286,.286
,,,Knuckler,84,22,3,0,0,5,1,0,1,.318,.500,.182,.333
,,,Screwball,3,1,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,Slow Curve,4,2,1,0,0,0,0,0,0,.000,.000,.000,.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=543270&balls=-1&strikes=-1&b_hand=R&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Trey Haley,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=461856&balls=-1&strikes=-1&b_hand=R&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Troy Patton,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,4,1,0,0,0,1,0,0,0,1.000,1.000,.000,1.000
,,,Sinker,4,2,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,Slider,3,1,1,0,0,0,0,0,0,.000,.000,.000,.000
,,,Curve,1,0,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=644428&balls=-1&strikes=-1&b_hand=R&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Troy Scribner,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,2,1,1,0,0,0,0,0,0,.000,.000,.000,.000
,,,Curve,1,0,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=641820&balls=-1&strikes=-1&b_hand=R&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Trey Mancini,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,782,156,42,19,3,24,8,2,14,.308,.654,.346,.340
,,,Sinker,356,90,12,9,2,24,8,0,4,.400,.622,.222,.432
,,,Change,184,46,21,4,1,5,1,0,1,.152,.239,.087,.250
,,,Slider,544,133,34,8,0,25,5,1,2,.248,.346,.098,.320
,,,Curve,324,80,29,4,0,9,4,0,1,.175,.263,.088,.260
,,,Cutter,196,46,6,2,0,8,3,1,1,.283,.457,.174,.308
,,,Split,46,13,3,0,0,1,0,0,1,.154,.385,.231,.111
,,,Knuckler,25,7,2,1,0,0,0,0,2,.286,1.143,.857,.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=493159&balls=-1&strikes=-1&b_hand=R&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Tsuyoshi Wada,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,37,7,2,0,0,0,0,0,0,.000,.000,.000,.000
,,,Sinker,36,7,2,1,0,1,0,0,0,.143,.143,.000,.200
,,,Change,3,1,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,Slider,11,4,4,0,0,0,0,0,0,.000,.000,.000,.000
,,,Curve,5,1,1,0,0,0,0,0,0,.000,.000,.000,.000
,,,Slow Curve,1,1,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=571466&balls=-1&strikes=-1&b_hand=R&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Tucker Barnhart,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,1477,337,48,48,4,55,24,0,9,.261,.413,.151,.282
,,,Sinker,956,254,28,28,0,54,23,1,4,.323,.469,.146,.351
,,,Change,604,158,28,6,0,25,1,0,4,.190,.272,.082,.206
,,,Slider,398,118,39,4,1,22,6,1,1,.254,.348,.093,.372
,,,Curve,498,90,28,3,1,16,2,0,1,.211,.267,.056,.295
,,,Cutter,207,54,10,2,1,12,4,1,0,.315,.426,.111,.386
,,,Split,87,28,6,0,0,4,2,0,0,.214,.286,.071,.273
,,,Slow Curve,1,0,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=621389&balls=-1&strikes=-1&b_hand=R&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Ty Blach,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,106,22,12,2,0,1,0,0,1,.091,.227,.136,.111
,,,Sinker,20,4,1,1,0,2,0,0,0,.500,.500,.000,.667
,,,Change,2,0,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,Slider,33,11,8,0,0,0,0,0,0,.000,.000,.000,.000
,,,Curve,15,1,1,1,0,0,0,0,0,.000,.000,.000,.000
,,,Cutter,18,2,1,0,0,0,0,0,0,.000,.000,.000,.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=621142&balls=-1&strikes=-1&b_hand=R&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Ty Buttrey,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=488912&balls=-1&strikes=-1&b_hand=R&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Tuffy Gosewisch,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,558,124,37,10,1,19,4,0,1,.194,.250,.057,.267
,,,Sinker,285,72,16,3,1,10,3,1,0,.194,.264,.069,.250
,,,Change,51,13,2,1,0,1,0,0,1,.154,.385,.231,.100
,,,Slider,240,72,15,1,0,5,3,0,1,.125,.208,.083,.143
,,,Curve,122,31,13,0,0,2,1,0,0,.097,.129,.032,.167
,,,Cutter,123,30,3,0,0,7,2,0,0,.300,.367,.067,.333
,,,Split,22,6,2,0,0,0,0,0,0,.000,.000,.000,.000
,,,Knuckler,6,1,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,Slow Curve,1,0,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=571841&balls=-1&strikes=-1&b_hand=R&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Ty Kelly,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,204,48,11,7,0,7,3,0,1,.229,.354,.125,.278
,,,Sinker,121,22,3,2,0,2,2,0,1,.227,.455,.227,.222
,,,Change,61,10,4,3,0,0,0,0,0,.000,.000,.000,.000
,,,Slider,52,10,3,0,0,1,1,0,0,.200,.300,.100,.286
,,,Curve,61,10,3,0,0,0,0,0,0,.000,.000,.000,.000
,,,Cutter,32,5,3,1,0,1,0,0,0,.200,.200,.000,.500
,,,Split,7,4,1,0,0,0,0,0,0,.000,.000,.000,.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=542881&balls=-1&strikes=-1&b_hand=R&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Tyler Anderson,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,153,27,12,6,0,0,0,0,0,.000,.000,.000,.000
,,,Sinker,68,13,3,1,1,3,0,0,0,.231,.231,.000,.300
,,,Change,25,8,5,0,0,0,0,0,0,.000,.000,.000,.000
,,,Slider,9,3,2,0,0,0,0,0,1,.333,1.333,1.000,.000
,,,Curve,14,3,2,0,0,1,0,0,0,.333,.333,.000,1.000
,,,Split,1,0,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=453064&balls=-1&strikes=-1&b_hand=R&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Troy Tulowitzki,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,4977,1067,198,139,9,177,72,7,75,.310,.602,.292,.322
,,,Sinker,2801,720,81,53,15,153,32,3,26,.297,.458,.161,.307
,,,Change,829,214,53,20,1,31,12,2,13,.271,.528,.257,.304
,,,Slider,2538,658,141,43,2,114,26,4,19,.248,.386,.138,.289
,,,Curve,1321,263,79,18,2,41,16,0,7,.243,.384,.141,.322
,,,Cutter,1074,290,43,23,2,55,20,1,14,.310,.531,.221,.326
,,,Split,267,78,32,6,0,13,3,0,2,.231,.346,.115,.364
,,,Knuckler,40,6,1,1,0,3,0,0,0,.500,.500,.000,.600
,,,Screwball,1,0,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,Slow Curve,23,4,3,0,0,0,0,0,0,.000,.000,.000,.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=641341&balls=-1&strikes=-1&b_hand=R&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Tyler Bashlor,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=592122&balls=-1&strikes=-1&b_hand=R&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Tyler Austin,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,321,73,23,9,1,6,4,0,6,.219,.521,.301,.227
,,,Sinker,131,22,5,3,0,3,1,0,3,.318,.773,.455,.286
,,,Change,61,15,12,1,0,0,0,0,0,.000,.000,.000,.000
,,,Slider,195,47,30,3,0,5,0,0,0,.106,.106,.000,.294
,,,Curve,79,15,7,0,0,3,1,0,0,.267,.333,.067,.500
,,,Cutter,56,11,2,0,0,1,0,0,0,.091,.091,.000,.111
,,,Split,7,3,2,0,0,1,0,0,0,.333,.333,.000,1.000
,,,Knuckler,2,1,0,0,0,0,1,0,0,1.000,2.000,1.000,1.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=421064&balls=-1&strikes=-1&b_hand=R&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Ty Wigginton,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,2241,508,98,43,8,89,29,3,22,.282,.480,.199,.312
,,,Sinker,1169,305,19,22,7,50,11,0,16,.253,.446,.193,.226
,,,Change,335,90,30,7,1,9,6,0,6,.233,.500,.267,.278
,,,Slider,1399,381,111,22,1,57,16,0,11,.221,.349,.129,.282
,,,Curve,653,167,41,3,1,24,12,0,3,.234,.359,.126,.293
,,,Cutter,511,150,22,1,1,29,5,0,6,.267,.420,.153,.279
,,,Split,80,24,12,2,0,8,0,0,0,.333,.333,.000,.667
,,,Knuckler,45,17,3,0,0,2,0,0,1,.177,.353,.177,.154
,,,Slow Curve,9,2,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=595881&balls=-1&strikes=-1&b_hand=R&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Tyler Beede,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=543022&balls=-1&strikes=-1&b_hand=R&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Tyler Chatwood,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,229,48,11,3,0,9,0,0,0,.188,.188,.000,.243
