!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=592091&balls=-1&strikes=-1&b_hand=R&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,A.J. Achter,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=595918&balls=-1&strikes=-1&b_hand=R&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,A.J. Cole,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,1473,326,117,41,17,37,23,1,21,.252,.522,.270,.325
,,,Sinker,744,168,39,13,9,22,12,0,7,.244,.441,.196,.279
,,,Change,170,45,29,2,0,1,3,0,1,.111,.244,.133,.267
,,,Slider,878,187,96,13,6,15,4,0,3,.118,.187,.070,.216
,,,Curve,418,88,50,2,6,8,2,0,0,.114,.136,.023,.263
,,,Cutter,370,74,26,6,1,11,1,0,3,.203,.338,.135,.267
,,,Split,45,11,7,4,1,1,0,0,0,.091,.091,.000,.250
,,,Knuckler,53,11,6,0,3,0,1,0,0,.091,.182,.091,.200
,,,Slow Curve,8,1,1,0,0,0,0,0,0,.000,.000,.000,.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=517629&balls=-1&strikes=-1&b_hand=R&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Kelvin Marte,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=571704&balls=-1&strikes=-1&b_hand=R&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Ken Giles,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=594977&balls=-1&strikes=-1&b_hand=R&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Kenneth Roberts,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=608665&balls=-1&strikes=-1&b_hand=R&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Kendall Graveman,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,6,1,1,0,0,0,0,0,0,.000,.000,.000,.000
,,,Change,1,1,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,Slider,3,1,1,0,0,0,0,0,0,.000,.000,.000,.000
,,,Curve,3,1,1,0,0,0,0,0,0,.000,.000,.000,.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=572309&balls=-1&strikes=-1&b_hand=R&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Kendry Flores,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,6,1,1,0,0,0,0,0,0,.000,.000,.000,.000
,,,Sinker,1,0,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,Slider,1,0,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,Curve,1,1,1,0,0,0,0,0,0,.000,.000,.000,.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=430637&balls=-1&strikes=-1&b_hand=R&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Kelly Johnson,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,4692,951,199,152,6,143,53,5,38,.251,.437,.186,.282
,,,Sinker,3128,674,111,102,0,122,41,8,27,.294,.499,.205,.319
,,,Change,1880,476,130,40,0,58,24,5,12,.208,.355,.147,.261
,,,Slider,1318,311,125,25,3,32,14,2,8,.180,.315,.135,.270
,,,Curve,1422,301,120,11,6,31,13,2,9,.183,.329,.146,.267
,,,Cutter,744,168,41,15,2,28,9,0,8,.268,.464,.196,.311
,,,Split,514,127,52,6,0,20,8,1,1,.236,.339,.102,.392
,,,Knuckler,100,24,7,0,0,2,2,0,1,.208,.417,.208,.250
,,,Screwball,2,0,0,1,0,0,0,0,0,.000,.000,.000,.000
,,,Slow Curve,25,3,1,0,0,2,0,0,0,.667,.667,.000,1.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=445276&balls=-1&strikes=-1&b_hand=R&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Kenley Jansen,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,26,7,2,1,0,1,1,0,0,.286,.429,.143,.400
,,,Sinker,11,2,0,0,0,1,0,0,0,.500,.500,.000,.500
,,,Change,7,1,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,Curve,5,2,2,0,0,0,0,0,0,.000,.000,.000,.000
,,,Cutter,4,1,0,0,0,1,0,0,0,1.000,1.000,.000,1.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=547887&balls=-1&strikes=-1&b_hand=R&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Kensuke Tanaka,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,68,16,0,3,0,4,0,0,0,.250,.250,.000,.250
,,,Sinker,70,14,1,3,0,7,0,0,0,.500,.500,.000,.539
,,,Change,33,8,3,0,0,0,0,0,0,.000,.000,.000,.000
,,,Slider,8,1,0,1,0,0,0,0,0,.000,.000,.000,.000
,,,Curve,21,3,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,Cutter,9,5,0,0,0,3,0,0,0,.600,.600,.000,.600
,,,Split,3,1,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=573627&balls=-1&strikes=-1&b_hand=R&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Kennys Vargas,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,854,183,65,14,1,26,10,1,8,.246,.443,.197,.336
,,,Sinker,401,86,14,10,1,18,7,0,4,.337,.558,.221,.368
,,,Change,345,104,27,5,0,16,1,0,6,.221,.404,.183,.239
,,,Slider,209,57,26,2,0,7,0,0,4,.193,.404,.211,.259
,,,Curve,270,54,30,3,0,0,4,0,3,.130,.370,.241,.191
,,,Cutter,179,32,8,3,2,4,0,0,2,.188,.375,.188,.182
,,,Split,74,16,6,0,0,3,2,0,0,.313,.438,.125,.500
,,,Knuckler,12,1,0,1,0,0,1,0,0,1.000,2.000,1.000,1.000
,,,Screwball,1,1,0,0,0,1,0,0,0,1.000,1.000,.000,1.000
,,,Slow Curve,2,0,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=628317&balls=-1&strikes=-1&b_hand=R&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Kenta Maeda,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,164,26,8,1,0,1,1,0,0,.077,.115,.039,.111
,,,Sinker,57,8,0,0,0,1,0,0,0,.125,.125,.000,.125
,,,Change,3,2,1,0,0,0,0,0,0,.000,.000,.000,.000
,,,Slider,50,27,6,0,0,3,1,0,1,.185,.333,.148,.200
,,,Curve,23,13,3,0,0,1,0,0,0,.077,.077,.000,.100
,,,Cutter,33,6,1,0,0,0,0,0,0,.000,.000,.000,.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=605309&balls=-1&strikes=-1&b_hand=R&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Keone Kela,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=542979&balls=-1&strikes=-1&b_hand=R&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Keon Broxton,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,804,152,78,13,4,13,3,2,11,.191,.454,.263,.286
,,,Sinker,422,101,25,13,3,23,6,1,2,.317,.455,.139,.405
,,,Change,125,28,16,2,0,1,1,0,2,.143,.393,.250,.200
,,,Slider,431,103,43,6,0,14,4,0,5,.223,.408,.185,.327
,,,Curve,245,42,17,7,0,6,1,0,0,.167,.191,.024,.280
,,,Cutter,118,24,14,3,0,1,2,0,2,.208,.542,.333,.375
,,,Split,6,3,2,0,0,0,0,0,0,.000,.000,.000,.000
,,,Knuckler,8,3,0,0,0,2,0,0,0,.667,.667,.000,.667
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=434778&balls=-1&strikes=-1&b_hand=R&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Kendrys Morales,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,4063,817,160,92,9,121,51,3,57,.284,.563,.279,.292
,,,Sinker,2612,572,48,48,1,119,33,0,40,.336,.603,.268,.314
,,,Change,2092,531,95,35,0,92,20,0,8,.226,.309,.083,.262
,,,Slider,1414,429,152,19,11,58,24,1,21,.242,.450,.208,.324
,,,Curve,1503,396,111,15,3,49,23,0,19,.230,.432,.202,.271
,,,Cutter,810,174,38,9,7,23,13,0,6,.241,.420,.178,.277
,,,Split,585,149,49,7,0,21,5,0,6,.215,.369,.154,.277
,,,Knuckler,129,38,7,2,0,9,0,0,1,.263,.342,.079,.300
,,,Screwball,2,0,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,Slow Curve,22,8,2,0,0,1,0,0,0,.125,.125,.000,.167
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=622492&balls=-1&strikes=-1&b_hand=R&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Keury Mella,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=606466&balls=-1&strikes=-1&b_hand=R&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Ketel Marte,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,1328,286,47,33,1,58,5,6,4,.255,.357,.101,.294
,,,Sinker,545,128,6,17,0,44,9,2,0,.430,.531,.102,.451
,,,Change,488,132,25,6,0,20,6,2,4,.242,.409,.167,.272
,,,Slider,381,92,32,6,0,11,4,1,1,.185,.283,.098,.271
,,,Curve,351,87,14,0,0,13,0,1,1,.172,.230,.058,.194
,,,Cutter,186,52,8,4,1,11,2,1,0,.269,.346,.077,.318
,,,Split,53,14,3,1,0,2,1,0,0,.214,.286,.071,.273
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=607345&balls=-1&strikes=-1&b_hand=R&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Kevan Smith,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,383,91,14,6,1,22,7,0,0,.319,.396,.077,.377
,,,Sinker,156,42,4,0,0,14,2,0,1,.405,.524,.119,.432
,,,Change,32,13,3,0,0,4,1,0,0,.385,.462,.077,.500
,,,Slider,166,44,8,1,1,10,1,0,0,.250,.273,.023,.306
,,,Curve,82,14,4,1,1,0,0,0,0,.000,.000,.000,.000
,,,Cutter,62,17,2,1,0,3,1,0,1,.294,.529,.235,.286
,,,Split,11,3,3,0,0,0,0,0,0,.000,.000,.000,.000
,,,Knuckler,2,1,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=502087&balls=-1&strikes=-1&b_hand=R&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Kevin Chapman,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=429781&balls=-1&strikes=-1&b_hand=R&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Kevin Correia,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,346,69,36,3,0,4,0,0,0,.058,.058,.000,.121
,,,Sinker,136,32,4,0,0,5,1,0,0,.188,.219,.031,.214
,,,Change,13,4,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,Slider,81,29,12,0,0,6,0,0,0,.207,.207,.000,.353
,,,Curve,54,17,13,2,0,1,0,0,0,.059,.059,.000,.250
,,,Cutter,20,5,3,0,0,0,0,0,0,.000,.000,.000,.000
,,,Split,3,1,1,0,0,0,0,0,0,.000,.000,.000,.000
,,,Knuckler,4,1,1,0,0,0,0,0,0,.000,.000,.000,.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=640737&balls=-1&strikes=-1&b_hand=R&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Kevin Gadea,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=592332&balls=-1&strikes=-1&b_hand=R&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Kevin Gausman,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,40,7,5,1,0,0,0,0,0,.000,.000,.000,.000
,,,Sinker,11,1,1,0,0,0,0,0,0,.000,.000,.000,.000
,,,Change,1,1,1,0,0,0,0,0,0,.000,.000,.000,.000
,,,Slider,3,0,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,Curve,3,0,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,Cutter,1,0,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=276514&balls=-1&strikes=-1&b_hand=R&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Kevin Gregg,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,2,0,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,Slider,1,1,1,0,0,0,0,0,0,.000,.000,.000,.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=448178&balls=-1&strikes=-1&b_hand=R&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Kevin Jepsen,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=543503&balls=-1&strikes=-1&b_hand=R&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Kevin Mattison,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,108,28,6,1,0,7,1,0,2,.357,.607,.250,.400
,,,Sinker,56,12,2,1,0,1,0,1,1,.250,.667,.417,.222
,,,Change,40,10,2,0,0,1,0,1,0,.200,.400,.200,.250
,,,Slider,12,8,5,0,0,1,1,0,0,.250,.375,.125,.667
,,,Curve,13,0,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,Cutter,4,2,1,0,0,1,0,0,0,.500,.500,.000,1.000
,,,Split,2,1,1,0,0,0,0,0,0,.000,.000,.000,.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=641838&balls=-1&strikes=-1&b_hand=R&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Kevin McCarthy,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=641850&balls=-1&strikes=-1&b_hand=R&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Kevin McGowan,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=595281&balls=-1&strikes=-1&b_hand=R&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Kevin Kiermaier,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,1714,377,82,47,2,66,16,6,12,.265,.435,.170,.311
,,,Sinker,866,246,24,22,1,56,17,6,8,.354,.569,.215,.369
,,,Change,647,178,21,6,1,30,10,4,6,.281,.483,.202,.291
,,,Slider,485,107,43,7,1,11,6,1,1,.178,.280,.103,.286
,,,Curve,562,121,42,2,3,16,3,2,3,.198,.331,.132,.276
,,,Cutter,368,93,21,9,1,6,5,2,7,.215,.538,.323,.200
,,,Split,131,40,6,0,0,4,4,0,0,.200,.300,.100,.235
,,,Knuckler,111,32,3,1,0,6,1,0,1,.250,.375,.125,.250
,,,Slow Curve,3,0,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=435623&balls=-1&strikes=-1&b_hand=R&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Kevin Frandsen,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,1027,249,18,21,16,44,20,1,3,.273,.398,.125,.285
,,,Sinker,616,165,10,5,1,38,3,0,2,.261,.315,.055,.268
,,,Change,83,26,11,0,1,3,0,0,0,.115,.115,.000,.200
,,,Slider,537,147,24,3,3,22,3,1,0,.177,.211,.034,.211
,,,Curve,236,60,8,0,1,12,3,0,0,.250,.300,.050,.289
,,,Cutter,199,58,6,1,0,13,1,0,0,.241,.259,.017,.269
,,,Split,44,15,1,1,0,1,1,0,1,.200,.467,.267,.154
,,,Knuckler,15,3,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,Slow Curve,3,0,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=576409&balls=-1&strikes=-1&b_hand=R&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Kevin Munson,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=450260&balls=-1&strikes=-1&b_hand=R&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Kevin Kouzmanoff,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,2266,519,90,38,13,97,26,1,24,.285,.478,.193,.306
,,,Sinker,1563,432,33,18,19,92,23,3,8,.292,.414,.123,.302
,,,Change,299,85,32,2,2,9,6,0,2,.200,.341,.141,.294
,,,Slider,1248,339,101,11,2,43,14,0,15,.212,.386,.174,.256
,,,Curve,552,151,47,4,3,24,10,1,5,.265,.444,.179,.354
,,,Cutter,520,139,21,3,1,18,9,0,7,.245,.460,.216,.243
,,,Split,104,36,15,1,0,3,1,0,0,.111,.139,.028,.191
,,,Knuckler,25,6,1,0,0,1,0,0,0,.167,.167,.000,.200
,,,Slow Curve,11,4,0,0,0,2,0,0,0,.500,.500,.000,.500
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=608700&balls=-1&strikes=-1&b_hand=R&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Kevin Plawecki,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,634,151,30,17,2,23,13,0,3,.258,.404,.146,.305
,,,Sinker,333,90,11,6,4,18,4,0,0,.244,.289,.044,.279
,,,Change,59,11,7,0,0,0,0,0,0,.000,.000,.000,.000
,,,Slider,473,106,37,14,1,14,5,0,1,.189,.264,.076,.279
,,,Curve,179,23,10,2,3,2,0,0,0,.087,.087,.000,.154
,,,Cutter,113,27,4,3,0,7,1,0,0,.296,.333,.037,.348
,,,Split,30,11,6,0,0,2,2,0,0,.364,.546,.182,.800
,,,Knuckler,14,3,1,0,0,0,0,0,1,.333,1.333,1.000,.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=594992&balls=-1&strikes=-1&b_hand=R&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Kevin Shackelford,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,6,2,1,0,0,1,0,0,0,.500,.500,.000,1.000
,,,Sinker,1,0,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=607680&balls=-1&strikes=-1&b_hand=R&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Kevin Pillar,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,2266,516,76,45,8,80,32,4,17,.258,.434,.176,.274
,,,Sinker,1220,321,26,23,6,69,16,1,3,.277,.361,.084,.295
,,,Change,304,78,24,2,0,13,1,0,2,.205,.295,.090,.269
,,,Slider,1341,406,98,4,1,65,23,0,6,.232,.333,.101,.291
,,,Curve,628,175,48,3,1,30,11,0,4,.257,.389,.131,.333
,,,Cutter,528,128,13,3,0,23,6,0,3,.250,.367,.117,.259
,,,Split,167,50,11,1,0,6,4,0,1,.220,.360,.140,.263
,,,Knuckler,34,11,2,0,0,4,0,0,0,.364,.364,.000,.444
,,,Slow Curve,1,1,1,0,0,0,0,0,0,.000,.000,.000,.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=534812&balls=-1&strikes=-1&b_hand=R&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Kevin Quackenbush,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,3,0,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,Slider,1,1,1,0,0,0,0,0,0,.000,.000,.000,.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=543779&balls=-1&strikes=-1&b_hand=R&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Kevin Siegrist,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,1,0,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,Sinker,2,1,1,0,0,0,0,0,0,.000,.000,.000,.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=458713&balls=-1&strikes=-1&b_hand=R&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Kevin Slowey,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,46,9,2,0,0,0,1,0,0,.111,.222,.111,.143
,,,Sinker,34,7,1,1,0,1,0,0,0,.143,.143,.000,.167
,,,Slider,13,3,2,0,0,0,0,0,0,.000,.000,.000,.000
,,,Curve,7,4,3,0,0,0,0,0,0,.000,.000,.000,.000
,,,Cutter,9,1,1,0,0,0,0,0,0,.000,.000,.000,.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=460128&balls=-1&strikes=-1&b_hand=R&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Kevin Whelan,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=572102&balls=-1&strikes=-1&b_hand=R&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Keyvius Sampson,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,25,4,3,0,0,0,0,0,0,.000,.000,.000,.000
,,,Sinker,27,5,2,0,0,0,0,0,0,.000,.000,.000,.000
,,,Slider,10,2,2,0,0,0,0,0,0,.000,.000,.000,.000
,,,Curve,3,1,1,0,0,0,0,0,0,.000,.000,.000,.000
,,,Cutter,4,0,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,Split,3,0,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=641871&balls=-1&strikes=-1&b_hand=R&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Keynan Middleton,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=451500&balls=-1&strikes=-1&b_hand=R&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Kila Ka'aihue,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,548,114,21,25,0,17,8,0,5,.263,.465,.202,.284
,,,Sinker,442,98,12,19,0,23,4,0,6,.337,.561,.225,.338
,,,Change,252,47,15,2,0,2,1,0,1,.085,.170,.085,.097
,,,Slider,184,39,21,3,0,1,0,0,2,.077,.231,.154,.063
,,,Curve,141,29,12,2,1,1,1,0,1,.103,.241,.138,.125
,,,Cutter,82,18,2,2,0,5,0,0,0,.278,.278,.000,.313
,,,Split,39,12,3,0,0,1,1,0,0,.167,.250,.083,.222
,,,Knuckler,2,1,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,Slow Curve,2,0,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=489446&balls=-1&strikes=-1&b_hand=R&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Kirby Yates,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=606983&balls=-1&strikes=-1&b_hand=R&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Koda Glover,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=493157&balls=-1&strikes=-1&b_hand=R&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Koji Uehara,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,
