!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=592091&balls=-1&strikes=-1&b_hand=-1&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,A.J. Achter,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=595918&balls=-1&strikes=-1&b_hand=-1&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,A.J. Cole,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Slider,1212,291,104,11,2,39,10,6,2,.196,.292,.096,.297
,,,Curve,1180,253,71,8,4,38,14,2,3,.225,.332,.107,.302
,,,Cutter,795,200,41,11,5,37,14,2,3,.280,.415,.135,.340
,,,Split,318,101,24,2,0,15,3,0,1,.188,.248,.059,.237
,,,Knuckler,54,12,7,1,0,2,1,0,0,.250,.333,.083,.600
,,,Screwball,2,0,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,Slow Curve,4,2,1,0,0,0,0,0,0,.000,.000,.000,.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=456121&balls=-1&strikes=-1&b_hand=-1&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Chris Denorfia,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,3245,803,84,85,4,166,50,12,25,.315,.501,.186,.329
,,,Sinker,1894,453,53,37,4,93,33,4,6,.300,.431,.130,.330
,,,Change,864,212,40,13,0,34,9,0,0,.203,.245,.043,.250
,,,Slider,1483,334,112,18,0,59,5,3,7,.222,.317,.096,.312
,,,Curve,873,180,55,8,1,33,4,1,0,.211,.244,.033,.304
,,,Cutter,640,149,32,14,1,36,5,0,0,.275,.309,.034,.350
,,,Split,165,47,15,4,0,7,1,0,1,.192,.277,.085,.258
,,,Knuckler,39,5,1,1,0,2,1,0,0,.600,.800,.200,.750
,,,Screwball,4,1,0,0,0,0,1,0,0,1.000,2.000,1.000,1.000
,,,Slow Curve,2,2,2,0,0,0,0,0,0,.000,.000,.000,.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=458689&balls=-1&strikes=-1&b_hand=-1&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Chris Dominguez,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,83,23,8,1,0,4,2,0,3,.391,.870,.478,.500
,,,Sinker,31,10,3,0,0,1,0,0,0,.100,.100,.000,.143
,,,Change,14,5,3,0,0,0,0,0,0,.000,.000,.000,.000
,,,Slider,29,6,3,0,1,0,1,0,0,.167,.333,.167,.333
,,,Curve,28,4,1,0,0,2,0,0,0,.500,.500,.000,.667
,,,Cutter,18,8,1,0,0,1,0,1,0,.250,.500,.250,.286
,,,Split,3,0,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=447736&balls=-1&strikes=-1&b_hand=-1&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Chris Dickerson,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,1140,237,64,39,1,36,15,4,8,.266,.464,.198,.333
,,,Sinker,681,154,22,21,0,37,12,1,5,.357,.546,.188,.394
,,,Change,387,85,41,7,0,14,1,1,2,.212,.318,.106,.381
,,,Slider,355,86,46,5,0,13,2,0,1,.186,.244,.058,.385
,,,Curve,363,68,30,3,1,11,2,1,1,.221,.324,.103,.378
,,,Cutter,208,59,19,4,1,12,1,0,0,.220,.237,.017,.325
,,,Split,136,28,11,2,0,1,1,0,0,.071,.107,.036,.118
,,,Knuckler,7,2,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,Slow Curve,2,1,0,0,0,1,0,0,0,1.000,1.000,.000,1.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=543125&balls=-1&strikes=-1&b_hand=-1&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Chris Dwyer,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=623167&balls=-1&strikes=-1&b_hand=-1&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Chris Flexen,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,20,4,1,0,0,0,1,0,0,.250,.500,.250,.333
,,,Sinker,9,1,1,0,0,0,0,0,0,.000,.000,.000,.000
,,,Change,4,2,1,0,0,0,0,0,0,.000,.000,.000,.000
,,,Slider,3,2,1,0,0,1,0,0,0,.500,.500,.000,1.000
,,,Curve,11,4,3,0,0,0,0,0,0,.000,.000,.000,.000
,,,Cutter,2,0,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=501822&balls=-1&strikes=-1&b_hand=-1&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Chris Hatcher,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,21,4,2,1,0,0,0,0,0,.000,.000,.000,.000
,,,Sinker,13,4,1,0,0,1,0,0,0,.250,.250,.000,.333
,,,Change,5,2,2,0,0,0,0,0,0,.000,.000,.000,.000
,,,Slider,6,1,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,Curve,4,1,1,0,0,0,0,0,0,.000,.000,.000,.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=448801&balls=-1&strikes=-1&b_hand=-1&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Chris Davis,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,7454,1389,557,204,18,155,65,1,102,.233,.501,.269,.303
,,,Sinker,3619,775,185,90,12,146,50,2,48,.317,.573,.256,.365
,,,Change,2127,535,148,43,0,84,25,0,25,.251,.437,.187,.301
,,,Slider,2577,650,308,57,10,70,29,0,43,.219,.462,.243,.331
,,,Curve,2471,596,279,17,11,66,24,1,23,.191,.351,.159,.310
,,,Cutter,1120,269,65,23,2,45,13,0,19,.286,.547,.260,.314
,,,Split,614,178,58,7,0,19,5,1,12,.208,.449,.242,.232
,,,Knuckler,168,53,14,3,0,5,2,0,3,.189,.396,.208,.194
,,,Slow Curve,16,3,1,0,0,0,0,0,0,.000,.000,.000,.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=460269&balls=-1&strikes=-1&b_hand=-1&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Chris Gimenez,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,1678,369,62,57,2,55,22,1,15,.252,.439,.187,.267
,,,Sinker,822,189,41,21,1,33,8,0,4,.238,.344,.106,.285
,,,Change,342,60,32,9,0,3,2,0,0,.083,.117,.033,.179
,,,Slider,728,156,64,18,2,20,9,0,2,.199,.295,.096,.322
,,,Curve,421,83,44,2,0,11,1,0,0,.145,.157,.012,.308
,,,Cutter,283,61,12,5,0,10,1,0,0,.180,.197,.016,.225
,,,Split,42,10,5,0,0,2,1,0,0,.300,.400,.100,.600
,,,Knuckler,19,4,2,0,0,0,0,0,0,.000,.000,.000,.000
,,,Screwball,4,1,0,0,0,1,0,0,0,1.000,1.000,.000,1.000
,,,Slow Curve,6,1,1,0,0,0,0,0,0,.000,.000,.000,.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=518790&balls=-1&strikes=-1&b_hand=-1&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Chris Heston,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,82,21,5,0,0,2,1,0,0,.143,.191,.048,.188
,,,Sinker,30,8,1,0,0,2,0,0,0,.250,.250,.000,.286
,,,Change,6,1,0,0,0,1,0,0,0,1.000,1.000,.000,1.000
,,,Slider,17,8,4,0,0,2,0,0,0,.250,.250,.000,.500
,,,Curve,22,8,5,0,0,1,0,0,0,.125,.125,.000,.333
,,,Cutter,15,2,0,0,0,0,1,0,0,.500,1.000,.500,.500
,,,Split,2,1,1,0,0,0,0,0,0,.000,.000,.000,.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=543302&balls=-1&strikes=-1&b_hand=-1&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Chris Herrmann,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,1381,267,68,47,0,39,6,0,11,.210,.356,.146,.239
,,,Sinker,724,171,29,18,0,29,11,1,5,.269,.433,.164,.299
,,,Change,412,110,33,8,0,17,1,1,5,.218,.382,.164,.264
,,,Slider,441,105,45,8,1,17,4,2,1,.229,.333,.105,.390
,,,Curve,370,73,38,5,0,3,3,0,1,.096,.178,.082,.177
,,,Cutter,209,47,10,0,1,8,0,1,3,.255,.489,.234,.265
,,,Split,86,28,12,2,0,2,2,0,0,.143,.214,.071,.250
,,,Knuckler,2,1,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=502317&balls=-1&strikes=-1&b_hand=-1&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Chris Heisey,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,2526,575,143,53,13,74,26,7,16,.214,.367,.153,.257
,,,Sinker,1412,358,56,24,10,72,15,4,20,.310,.542,.232,.323
,,,Change,614,143,54,6,1,13,11,1,5,.210,.406,.196,.298
,,,Slider,1164,296,95,12,3,36,10,1,19,.223,.456,.233,.258
,,,Curve,759,189,61,4,0,27,8,1,7,.228,.392,.164,.298
,,,Cutter,435,104,24,7,0,19,2,0,3,.231,.337,.106,.273
,,,Split,116,29,10,6,0,6,4,0,0,.345,.483,.138,.526
,,,Slow Curve,6,2,2,0,0,0,0,0,0,.000,.000,.000,.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=518854&balls=-1&strikes=-1&b_hand=-1&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Chris Jones,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=460092&balls=-1&strikes=-1&b_hand=-1&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Chris Leroux,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,8,2,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=595296&balls=-1&strikes=-1&b_hand=-1&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Chris Lee,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=502029&balls=-1&strikes=-1&b_hand=-1&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Chris Marrero,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,291,68,10,6,1,12,6,0,3,.309,.529,.221,.327
,,,Sinker,187,46,11,3,1,11,2,0,0,.283,.326,.044,.371
,,,Change,49,17,6,0,0,2,2,0,1,.294,.588,.294,.400
,,,Slider,159,39,13,0,0,4,0,0,0,.103,.103,.000,.154
,,,Curve,71,19,7,0,0,3,0,0,0,.158,.158,.000,.250
,,,Cutter,46,14,0,0,0,5,0,0,0,.357,.357,.000,.357
,,,Split,10,3,0,0,0,1,0,0,0,.333,.333,.000,.333
,,,Knuckler,17,5,2,0,0,1,0,0,0,.200,.200,.000,.333
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=455119&balls=-1&strikes=-1&b_hand=-1&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Chris Martin,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=573027&balls=-1&strikes=-1&b_hand=-1&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Chris McGuiness,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,154,38,10,3,0,7,2,0,1,.263,.395,.132,.333
,,,Sinker,93,20,2,0,0,5,2,0,0,.350,.450,.100,.389
,,,Change,47,11,1,0,0,2,1,0,0,.273,.364,.091,.300
,,,Slider,41,10,7,2,0,1,0,0,1,.200,.500,.300,.500
,,,Curve,35,10,4,0,1,0,0,0,0,.000,.000,.000,.000
,,,Cutter,18,2,2,0,0,0,0,0,0,.000,.000,.000,.000
,,,Split,6,2,1,0,0,0,0,0,0,.000,.000,.000,.000
,,,Knuckler,8,3,1,0,0,1,0,0,0,.333,.333,.000,.500
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=453400&balls=-1&strikes=-1&b_hand=-1&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Chris Johnson,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,3649,777,135,54,5,164,60,3,22,.321,.490,.170,.366
,,,Sinker,2360,606,61,28,6,143,32,4,18,.325,.480,.155,.340
,,,Change,1052,287,106,10,1,47,15,0,2,.223,.296,.073,.346
,,,Slider,2034,533,221,20,0,92,17,0,11,.225,.319,.094,.362
,,,Curve,1152,316,142,5,4,49,12,1,5,.212,.304,.092,.367
,,,Cutter,924,233,69,9,2,42,17,2,6,.288,.455,.167,.386
,,,Split,175,59,25,1,1,11,2,0,0,.220,.254,.034,.382
,,,Knuckler,84,26,1,1,0,5,1,0,0,.231,.269,.039,.240
,,,Slow Curve,4,2,2,0,0,0,0,0,0,.000,.000,.000,.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=455104&balls=-1&strikes=-1&b_hand=-1&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Chris Iannetta,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,5871,1086,312,236,23,155,67,0,59,.259,.483,.225,.311
,,,Sinker,2924,659,80,106,16,120,41,3,22,.282,.454,.172,.294
,,,Change,1365,286,85,41,2,35,10,0,16,.213,.416,.203,.243
,,,Slider,2617,533,232,46,4,52,24,4,19,.186,.353,.167,.284
,,,Curve,1500,293,107,17,9,30,10,0,6,.157,.253,.096,.222
,,,Cutter,1162,235,60,34,5,33,9,0,5,.200,.302,.102,.247
,,,Split,210,58,28,7,0,7,5,1,1,.241,.414,.172,.448
,,,Knuckler,32,7,2,2,0,0,0,0,1,.143,.571,.429,.000
,,,Slow Curve,9,2,0,0,0,0,0,0,1,.500,2.000,1.500,.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=429780&balls=-1&strikes=-1&b_hand=-1&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Chris Narveson,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,259,45,20,0,0,7,2,0,0,.200,.244,.044,.360
,,,Sinker,173,36,9,4,1,9,1,0,0,.278,.306,.028,.370
,,,Change,23,6,1,0,0,0,0,0,0,.000,.000,.000,.000
,,,Slider,36,10,8,0,0,2,0,0,0,.200,.200,.000,1.000
,,,Curve,42,14,6,0,0,3,0,0,0,.214,.214,.000,.375
,,,Cutter,7,1,1,0,0,0,0,0,0,.000,.000,.000,.000
,,,Split,14,5,2,1,0,0,0,0,0,.000,.000,.000,.000
,,,Knuckler,2,1,0,0,0,1,0,0,0,1.000,1.000,.000,1.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=455126&balls=-1&strikes=-1&b_hand=-1&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Chris Nelson,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,1395,266,69,25,0,55,14,7,6,.308,.481,.173,.398
,,,Sinker,812,197,24,13,3,31,6,1,1,.198,.254,.056,.221
,,,Change,265,84,21,2,0,13,4,0,2,.226,.345,.119,.279
,,,Slider,523,150,45,6,0,35,7,1,4,.313,.453,.140,.426
,,,Curve,278,70,22,1,0,12,2,0,2,.229,.343,.114,.304
,,,Cutter,279,80,20,3,0,14,5,0,1,.250,.350,.100,.322
,,,Split,51,17,6,0,0,2,3,0,0,.294,.471,.177,.455
,,,Slow Curve,1,1,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=622217&balls=-1&strikes=-1&b_hand=-1&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Chris O'Grady,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,19,5,3,0,0,0,0,0,0,.000,.000,.000,.000
,,,Slider,5,2,1,0,0,0,0,0,0,.000,.000,.000,.000
,,,Curve,3,1,1,0,0,0,0,0,0,.000,.000,.000,.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=453198&balls=-1&strikes=-1&b_hand=-1&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Chris Perez,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,9,2,2,0,0,0,0,0,0,.000,.000,.000,.000
,,,Cutter,2,0,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=657253&balls=-1&strikes=-1&b_hand=-1&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Chris Rabago,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,11,3,1,0,0,0,0,0,0,.000,.000,.000,.000
,,,Sinker,5,1,0,0,0,1,0,0,0,1.000,1.000,.000,1.000
,,,Change,2,1,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,Slider,3,1,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,Curve,1,1,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=476633&balls=-1&strikes=-1&b_hand=-1&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Chris Parmelee,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,1804,340,107,47,2,50,17,1,15,.244,.432,.188,.312
,,,Sinker,892,210,37,19,4,50,12,1,3,.314,.424,.110,.371
,,,Change,520,133,17,6,0,22,8,3,3,.271,.444,.173,.292
,,,Slider,553,132,50,8,4,15,4,1,2,.167,.258,.091,.250
,,,Curve,475,111,34,3,1,13,7,0,4,.216,.387,.171,.274
,,,Cutter,307,59,7,4,0,11,5,1,2,.322,.542,.220,.340
,,,Split,107,31,5,0,0,5,2,0,2,.290,.548,.258,.292
,,,Knuckler,11,2,0,1,0,0,2,0,0,1.000,2.000,1.000,1.000
,,,Slow Curve,8,1,1,1,0,0,0,0,0,.000,.000,.000,.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=595371&balls=-1&strikes=-1&b_hand=-1&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Chris Rearick,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=572008&balls=-1&strikes=-1&b_hand=-1&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Chris Owings,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,2657,573,110,51,7,80,37,9,13,.243,.407,.164,.280
,,,Sinker,1373,389,44,18,2,93,16,4,4,.301,.393,.093,.331
,,,Change,489,131,29,5,2,25,7,0,3,.267,.389,.122,.323
,,,Slider,1489,481,168,9,0,63,29,7,8,.223,.362,.139,.325
,,,Curve,834,191,79,5,0,27,11,0,0,.199,.257,.058,.339
,,,Cutter,583,172,30,6,0,35,11,1,5,.302,.465,.163,.343
,,,Split,97,32,7,2,0,6,1,1,1,.281,.469,.188,.333
,,,Knuckler,20,4,1,0,1,1,0,0,0,.250,.250,.000,.333
,,,Slow Curve,6,1,1,0,0,0,0,0,0,.000,.000,.000,.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=434592&balls=-1&strikes=-1&b_hand=-1&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Chris Resop,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,6,1,1,0,0,0,0,0,0,.000,.000,.000,.000
,,,Sinker,4,0,0,1,0,0,0,0,0,.000,.000,.000,.000
,,,Slider,3,1,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=607068&balls=-1&strikes=-1&b_hand=-1&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Chris Reed,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=635903&balls=-1&strikes=-1&b_hand=-1&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Chris Rowley,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=543734&balls=-1&strikes=-1&b_hand=-1&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Chris Rusin,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,178,53,4,0,0,9,0,1,1,.208,.302,.094,.208
,,,Sinker,82,24,5,0,0,3,0,0,0,.125,.125,.000,.158
,,,Change,28,10,3,0,0,3,0,0,0,.300,.300,.000,.429
,,,Slider,21,10,3,0,0,1,0,0,0,.100,.100,.000,.143
,,,Curve,52,12,5,0,0,3,0,1,0,.333,.500,.167,.571
,,,Cutter,28,6,3,0,0,0,0,0,0,.000,.000,.000,.000
,,,Split,4,1,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,Slow Curve,1,0,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=519242&balls=-1&strikes=-1&b_hand=-1&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Chris Sale,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,62,11,5,0,0,1,0,0,0,.091,.091,.000,.167
,,,Sinker,14,4,0,0,0,1,1,0,0,.500,.750,.250,.500
,,,Change,3,0,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,Slider,8,4,3,0,0,0,0,0,0,.000,.000,.000,.000
,,,Curve,11,4,4,0,0,0,0,0,0,.000,.000,.000,.000
,,,Cutter,8,1,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=452737&balls=-1&strikes=-1&b_hand=-1&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Chris Schwinden,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,19,5,1,1,0,1,0,0,0,.200,.200,.000,.250
,,,Sinker,2,1,0,0,0,1,0,0,0,1.000,1.000,.000,1.000
,,,Change,3,2,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,Curve,4,2,2,0,0,0,0,0,0,.000,.000,.000,.000
,,,Cutter,1,0,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=434672&balls=-1&strikes=-1&b_hand=-1&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Chris Smith,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,8,0,0,1,0,0,0,0,0,.000,.000,.000,.000
,,,Sinker,2,1,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,Change,1,1,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,Slider,4,1,1,0,0,0,0,0,0,.000,.000,.000,.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=627262&balls=-1&strikes=-1&b_hand=-1&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Chris Smith,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=608717&balls=-1&strikes=-1&b_hand=-1&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Chris Stratton,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,114,29,11,0,0,4,0,0,0,.138,.138,.000,.222
,,,Sinker,9,4,1,0,0,0,0,0,0,.000,.000,.000,.000
,,,Change,5,2,1,0,0,0,0,0,0,.000,.000,.000,.000
,,,Slider,16,5,4,0,0,0,0,0,0,.000,.000,.000,.000
,,,Curve,10,3,3,0,0,0,0,0,0,.000,.000,.000,.000
,,,Cutter,7,0,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,Split,1,1,0,0,0,1,0,0,0,1.000,1.000,.000,1.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=501957&balls=-1&strikes=-1&b_hand=-1&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Chris Tillman,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,37,7,2,0,0,0,0,0,0,.000,.000,.000,.000
,,,Sinker,9,1,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,Change,1,0,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,Slider,12,4,4,0,0,0,0,0,0,.000,.000,.000,.000
,,,Curve,6,1,1,0,0,0,0,0,0,.000,.000,.000,.000
